status,employee,industry,manager,age
Growth,47,Food,23,20
Growth,6,Services,8,4
Growth,11,Services,15,14
Growth,10,Services,7,8
No growth,19,Services,19,18
Growth,1356,Food,15,28
Growth,17,Food,3,5
Growth,5,Services,20,13
No growth,101,Food,45,18
No growth,20,Services,15,9
No growth,58,Food,8,23
Growth,85,Food,30,27
Growth,20,Food,10,12
No growth,27,Retail,13,14
Growth,109,Services,17,18
Growth,25,Food,14,16
Growth,12,Services,13,12
No growth,5,Services,5,3
Growth,18,Services,10,8
Growth,18,Services,21,5
Growth,15,Services,20,19
Growth,100,Services,13,13
Growth,250,Food,12,18
Growth,104,Services,17,18
Growth,89,Food,11,12
No growth,7,Retail,27,20
Growth,11,Services,5,10
Growth,6,Technology,25,23
Growth,9,Technology,22,22
Growth,23,Technology,4,5
Growth,71,Food,25,27
No growth,10,Retail,10,9
Growth,193,Technology,30,21
Growth,217,Technology,20,28
Growth,21,Services,26,18
No growth,8,Services,15,17
Growth,40,Services,25,22
Growth,15,Services,10,12
No growth,37,Food,17,18
No growth,15,Services,17,18
No growth,6,Services,14,15
Growth,16,Services,15,19
No growth,12,Retail,18,18
Growth,7,Services,10,4
Growth,15,Food,10,12
Growth,130,Technology,9,7
Growth,34,Services,26,17
Growth,8,Services,10,11
Growth,15,Services,17,19
Growth,65,Food,5,4
Growth,8,Technology,7,5
No growth,21,Retail,11,12
No growth,14,Services,14,10
No growth,43,Food,12,13
Growth,12,Services,19,20
No growth,8,Services,14,11
No growth,656,Food,15,18
Growth,17,Food,25,25
No growth,107,Services,9,10
No growth,11,Technology,28,27
No growth,745,Food,23,50
Growth,10,Technology,15,5
No growth,8,Services,5,13
No growth,68,Services,8,3
No growth,5,Services,14,7
Growth,106,Services,10,12
No growth,121,Services,26,18
Growth,102,Technology,18,13
No growth,12,Services,17,12
No growth,102,Services,10,12
Growth,25,Food,17,18
No growth,15,Services,20,9
Growth,26,Services,20,10
Growth,156,Food,11,28
Growth,28,Food,24,23
Growth,151,Technology,25,18
Growth,11,Food,20,22
No growth,8,Retail,1,5
No growth,33,Services,13,13
No growth,27,Services,25,10
Growth,12,Technology,13,5
Growth,12,Services,7,21
Growth,7,Services,19,20
Growth,135,Food,10,11
Growth,103,Food,5,7
No growth,9,Food,21,22
Growth,15,Services,11,5
No growth,18,Services,10,5
Growth,7,Services,13,14
No growth,111,Food,17,18
Growth,70,Technology,17,13
Growth,35,Technology,13,14
Growth,6,Services,20,3
Growth,15,Services,20,17
No growth,270,Services,16,17
Growth,17,Services,17,18
Growth,105,Services,14,14
Growth,109,Food,11,6
Growth,330,Food,21,22
Growth,21,Technology,15,15
Growth,5,Services,15,13
Growth,58,Services,18,12
No growth,6,Retail,20,15
Growth,90,Food,14,66
Growth,210,Technology,11,27
Growth,19,Technology,16,13
Growth,196,Food,40,46
No growth,12,Retail,18,20
Growth,8,Services,15,16
Growth,132,Services,18,19
No growth,112,Food,20,23
Growth,6,Services,12,13
Growth,274,Food,26,18
Growth,5,Services,20,11
Growth,12,Services,14,15
No growth,242,Food,25,16
No growth,182,Technology,21,23
Growth,20,Technology,25,18
Growth,8,Services,16,11
Growth,12,Services,5,5
No growth,41,Retail,16,17
Growth,6,Services,8,5
Growth,54,Technology,22,24
Growth,100,Technology,2,3
No growth,500,Food,15,34
Growth,5,Services,5,6
Growth,8,Services,12,12
Growth,7,Services,3,4
Growth,8,Services,5,7
Growth,610,Food,35,21
Growth,8,Services,16,17
No growth,16,Technology,20,21
No growth,250,Technology,18,21
Growth,7,Services,10,11
Growth,14,Services,5,4
Growth,30,Services,4,10
Growth,8,Services,10,6
Growth,5,Services,7,8
Growth,25,Services,5,7
Growth,21,Technology,10,5
Growth,15,Services,14,14
No growth,20,Services,20,21
No growth,23,Retail,15,23
Growth,6,Services,15,16
Growth,162,Services,16,17
Growth,7,Services,9,10
Growth,213,Technology,25,18
Growth,12,Services,15,16
Growth,307,Technology,21,6
Growth,7,Services,6,7
Growth,21,Services,3,3
Growth,6,Services,9,10
Growth,235,Services,35,10
No growth,23,Retail,20,20
Growth,500,Manufacturing,20,10
Growth,11,Services,6,7
Growth,5,Manufacturing,20,7
Growth,6,Services,4,4
Growth,15,Manufacturing,10,9
Growth,7,Services,4,11
Growth,507,Services,1,3
Growth,6,Manufacturing,13,8
No growth,30,Services,12,12
Growth,55,Services,19,10
Growth,5,Manufacturing,23,24
Growth,7,Manufacturing,4,5
Growth,380,Manufacturing,10,11
Growth,16,Services,21,14
Growth,7,Services,6,6
Growth,8,Manufacturing,7,7
Growth,38,Services,21,22
Growth,6,Manufacturing,18,12
Growth,23,Services,14,14
Growth,26,Services,3,4
Growth,15,Manufacturing,3,3
Growth,21,Services,4,4
Growth,280,Manufacturing,18,22
Growth,36,Services,1,11
Growth,63,Services,7,19
No growth,12,Services,15,11
Growth,18,Manufacturing,7,5
Growth,5,Manufacturing,3,3
Growth,120,Manufacturing,13,14
Growth,9,Manufacturing,8,9
Growth,5,Services,3,3
Growth,15,Manufacturing,8,6
Growth,52,Retail,15,17
No growth,13,Services,2,13
Growth,87,Services,25,13
Growth,250,Manufacturing,36,36
Growth,20,Services,9,10
Growth,100,Manufacturing,10,57
Growth,320,Services,15,25
Growth,117,Services,8,10
Growth,135,Services,3,22
Growth,6,Manufacturing,4,7
No growth,7,Services,15,11
Growth,67,Manufacturing,11,12
No growth,12,Services,11,10
No growth,25,Services,11,10
Growth,84,Services,6,7
Growth,92,Manufacturing,20,37
Growth,50,Manufacturing,37,38
No growth,125,Services,6,7
Growth,115,Manufacturing,15,41
Growth,400,Manufacturing,12,9
Growth,18,Services,8,9
No growth,6,Retail,5,8
Growth,32,Manufacturing,6,6
Growth,8,Manufacturing,10,13
Growth,13,Services,15,13
Growth,9,Services,13,11
Growth,7,Manufacturing,3,5
Growth,90,Manufacturing,5,3
Growth,7,Retail,7,4
Growth,40,Services,7,3
No growth,19,Retail,31,32
Growth,25,Services,19,20
No growth,5,Services,20,12
Growth,117,Manufacturing,17,16
Growth,18,Services,12,12
Growth,150,Manufacturing,20,18
Growth,7,Services,7,8
Growth,35,Retail,8,4
Growth,13,Retail,25,17
Growth,6,Retail,3,3
Growth,14,Services,24,15
Growth,15,Services,13,13
Growth,74,Services,18,20
Growth,22,Manufacturing,2,2
Growth,45,Manufacturing,5,22
Growth,44,Manufacturing,18,41
Growth,18,Services,10,24
Growth,22,Services,9,10
Growth,9,Manufacturing,8,7
Growth,12,Services,4,2
Growth,6,Manufacturing,3,4
No growth,14,Services,28,21
Growth,5,Services,18,18
Growth,30,Services,15,9
Growth,62,Services,5,4
Growth,11,Services,10,5
Growth,28,Services,12,13
Growth,6,Services,5,3
Growth,98,Manufacturing,6,14
Growth,16,Manufacturing,20,8
Growth,48,Manufacturing,13,11
No growth,5,Retail,5,13
Growth,6,Manufacturing,3,22
Growth,5,Manufacturing,3,5
No growth,6,Services,30,24
Growth,6,Services,14,5
Growth,5,Services,6,5
Growth,10,Manufacturing,1,8
No growth,13,Services,35,22
Growth,9,Services,10,16
Growth,15,Manufacturing,5,6
Growth,10,Services,4,4
Growth,30,Services,2,3
No growth,8,Services,8,9
Growth,127,Manufacturing,16,16
No growth,60,Services,25,10
Growth,90,Manufacturing,10,16
No growth,30,Services,15,8
Growth,15,Manufacturing,25,19
Growth,250,Manufacturing,20,35
Growth,32,Services,12,20
Growth,60,Services,9,12
Growth,48,Manufacturing,37,8
Growth,11,Manufacturing,11,4
Growth,22,Manufacturing,2,3
Growth,532,Services,17,17
Growth,8,Manufacturing,12,8
Growth,43,Manufacturing,6,6
Growth,440,Manufacturing,16,17
Growth,9,Services,5,6
No growth,20,Services,13,14
Growth,33,Services,8,9
Growth,102,Services,12,14
Growth,42,Manufacturing,7,11
Growth,1574,Services,7,18
Growth,16,Services,5,20
Growth,25,Services,8,8
No growth,5,Retail,4,5
Growth,17,Manufacturing,13,15
Growth,45,Services,3,5
Growth,10,Manufacturing,23,12
Growth,30,Services,11,7
No growth,62,Manufacturing,7,53
Growth,220,Manufacturing,6,11
Growth,8,Services,10,10
Growth,5,Services,1,20
No growth,5,Retail,5,5
Growth,10,Services,5,18
Growth,7,Services,25,7
Growth,323,Services,20,11
Growth,10,Services,6,5
No growth,8,Retail,15,17
Growth,10,Manufacturing,4,4
Growth,8,Retail,8,8
Growth,36,Services,7,6
Growth,304,Manufacturing,8,10
Growth,8,Services,15,9
Growth,6,Manufacturing,2,3
Growth,12,Services,12,8
No growth,14,Services,1,12
No growth,33,Services,2,12
Growth,78,Services,20,3
Growth,36,Services,14,9
Growth,100,Services,10,6
Growth,216,Services,21,23
Growth,25,Manufacturing,9,12
Growth,25,Manufacturing,14,12
Growth,6,Manufacturing,3,3
Growth,6,Services,4,4
Growth,300,Services,10,4
Growth,38,Services,13,3
Growth,26,Manufacturing,48,48
Growth,370,Services,4,18
Growth,10,Manufacturing,2,3
Growth,7,Manufacturing,8,13
Growth,5,Services,28,20
Growth,5,Services,2,3
No growth,22,Services,20,21
Growth,9,Services,2,2
Growth,106,Services,10,12
Growth,213,Services,8,10
Growth,21,Services,5,6
Growth,6,Manufacturing,11,12
Growth,6,Manufacturing,46,10
Growth,44,Manufacturing,15,12
Growth,6,Services,9,11
Growth,5,Services,5,7
Growth,10,Services,9,10
Growth,15,Manufacturing,20,68
Growth,6,Manufacturing,7,8
No growth,12,Services,6,7
Growth,9,Services,12,12
Growth,98,Services,5,7
Growth,37,Services,5,4
Growth,6,Manufacturing,3,4
No growth,8,Services,11,12
Growth,124,Manufacturing,5,7
No growth,31,Manufacturing,15,25
Growth,32,Services,6,24
Growth,6,Services,10,33
Growth,85,Services,3,10
No growth,5,Retail,20,22
Growth,500,Manufacturing,25,63
Growth,12,Services,10,4
Growth,8,Services,25,25
Growth,10,Services,10,11
Growth,5,Services,6,5
Growth,264,Manufacturing,8,17
Growth,13,Services,3,2
Growth,6,Services,10,11
Growth,129,Services,14,10
Growth,24,Manufacturing,2,3
Growth,21,Manufacturing,14,15
Growth,5,Services,2,3
Growth,5,Manufacturing,8,9
No growth,350,Services,6,38
Growth,28,Services,30,11
Growth,127,Services,9,10
Growth,6,Services,4,5
No growth,6,Services,40,11
Growth,20,Services,5,5
Growth,10,Services,3,2
Growth,83,Services,10,37
Growth,30,Services,6,21
Growth,214,Services,16,19
Growth,43,Services,25,16
Growth,186,Manufacturing,36,36
Growth,6,Retail,10,13
Growth,22,Services,5,12
Growth,122,Services,16,9
Growth,22,Services,8,11
Growth,52,Services,9,10
Growth,22,Services,7,4
Growth,6,Manufacturing,6,4
Growth,45,Manufacturing,5,8
No growth,10,Services,8,60
Growth,34,Services,10,3
Growth,70,Services,17,9
Growth,8,Services,8,4
Growth,56,Services,9,20
Growth,7,Manufacturing,8,13
Growth,6,Manufacturing,7,8
No growth,86,Retail,32,14
Growth,7,Manufacturing,5,6
Growth,104,Manufacturing,2,7
No growth,7,Manufacturing,22,25
No growth,6,Retail,35,22
Growth,23,Manufacturing,10,10
Growth,7,Retail,6,4
No growth,6,Retail,5,6
No growth,270,Services,4,23
Growth,282,Manufacturing,12,4
Growth,631,Services,3,24
Growth,12,Manufacturing,13,14
Growth,25,Services,20,20
Growth,23,Services,4,3
Growth,142,Manufacturing,15,12
Growth,358,Manufacturing,8,23
No growth,29,Manufacturing,12,21
Growth,25,Services,10,14
Growth,46,Services,6,9
Growth,22,Manufacturing,16,12
No growth,12,Retail,9,10
Growth,8,Services,7,12
Growth,12,Services,18,12
Growth,7,Services,4,5
Growth,12,Services,10,25
Growth,8,Manufacturing,29,30
Growth,300,Manufacturing,20,14
Growth,80,Manufacturing,16,15
Growth,7,Manufacturing,12,8
Growth,8,Services,3,16
Growth,5,Manufacturing,15,7
Growth,22,Manufacturing,4,5
Growth,7,Manufacturing,7,8
No growth,5,Services,8,8
Growth,5,Services,7,6
Growth,26,Manufacturing,2,8
Growth,11,Services,7,14
Growth,16,Manufacturing,3,4
No growth,7,Services,9,9
No growth,558,Manufacturing,28,28
Growth,8,Manufacturing,37,21
Growth,33,Manufacturing,24,28
No growth,82,Manufacturing,2,54
No growth,23,Services,26,27
Growth,15,Manufacturing,12,14
No growth,36,Manufacturing,10,31
No growth,12,Services,5,9
Growth,140,Services,26,21
Growth,170,Manufacturing,20,65
Growth,10,Services,20,18
No growth,4,Retail,23,23
Growth,30,Manufacturing,20,61
Growth,40,Manufacturing,36,37
No growth,7,Manufacturing,30,32
No growth,10,Services,33,29
Growth,8,Services,8,10
Growth,7,Manufacturing,36,11
Growth,98,Manufacturing,15,43
Growth,570,Manufacturing,26,27
No growth,23,Services,22,23
No growth,15,Services,13,15
Growth,5,Services,9,9
No growth,206,Retail,25,6
Growth,500,Retail,17,6
Growth,12,Services,30,25
Growth,16,Manufacturing,45,29
Growth,5,Services,17,20
Growth,28,Services,15,23
Growth,236,Services,25,3
Growth,1000,Manufacturing,25,12
No growth,3,Services,45,25
No growth,15,Retail,23,18
Growth,89,Retail,20,29
No growth,19,Services,24,25
Growth,45,Services,25,18
No growth,8384,Retail,20,9
Growth,200,Manufacturing,5,22
No growth,704,Services,18,19
No growth,143,Services,40,14
No growth,12,Retail,13,28
Growth,6,Services,30,13
Growth,135,Manufacturing,5,16
No growth,48,Manufacturing,22,24
Growth,57,Manufacturing,20,30
Growth,6,Services,10,10
No growth,138,Retail,9,10
No growth,18,Manufacturing,20,29
No growth,6,Services,8,10
No growth,50,Services,28,19
Growth,14,Services,23,20
Growth,43,Services,25,14
Growth,156,Manufacturing,20,21
Growth,98,Services,6,7
No growth,30,Retail,35,31
Growth,13,Manufacturing,35,32
No growth,32,Services,35,21
Growth,50,Manufacturing,40,69
No growth,321,Manufacturing,10,22
Growth,19,Services,22,24
Growth,23,Retail,26,27
Growth,175,Manufacturing,16,17
Growth,29,Manufacturing,5,28
Growth,3,Services,41,24
Growth,157,Manufacturing,10,7
No growth,6,Services,25,8
No growth,120,Retail,10,15
Growth,166,Manufacturing,30,57
Growth,3,Retail,40,22
No growth,23,Services,22,10
Growth,23,Services,14,8
No growth,5,Retail,20,30
Growth,6,Manufacturing,2,4
Growth,10,Services,17,15
Growth,2,Services,25,13
No growth,95,Services,16,13
No growth,8,Services,22,22
Growth,5,Services,18,8
Growth,7,Manufacturing,20,11
No growth,6,Retail,10,12
No growth,217,Retail,13,14
No growth,12,Manufacturing,13,28
Growth,48,Manufacturing,7,9
Growth,13,Services,20,17
Growth,13,Manufacturing,30,26
No growth,186,Services,10,6
Growth,322,Retail,10,11
No growth,147,Retail,27,9
Growth,25,Services,37,18
Growth,198,Manufacturing,20,27
Growth,210,Manufacturing,30,57
Growth,80,Manufacturing,15,22
Growth,15,Manufacturing,50,24
Growth,52,Services,12,15
Growth,8,Services,30,17
Growth,51,Services,24,15
Growth,140,Manufacturing,20,67
No growth,1000,Manufacturing,20,67
No growth,472,Manufacturing,22,93
Growth,12,Services,28,30
Growth,448,Manufacturing,31,22
No growth,65,Retail,25,26
No growth,110,Services,50,14
No growth,20,Retail,5,7
Growth,120,Services,40,25
Growth,18,Services,15,9
Growth,19,Manufacturing,12,14
No growth,11,Retail,5,18
No growth,226,Retail,15,13
No growth,11,Retail,21,16
No growth,150,Services,15,23
No growth,94,Manufacturing,16,30
No growth,9,Services,15,17
No growth,6,Services,11,13
Growth,6,Services,1,3
No growth,240,Retail,7,22
Growth,12,Manufacturing,20,20
Growth,24,Manufacturing,10,26
Growth,5,Services,25,5
Growth,14,Retail,7,8
Growth,18,Services,26,28
Growth,150,Services,13,28
No growth,165,Manufacturing,5,40
Growth,107,Services,26,28
Growth,44,Services,25,13
Growth,28,Manufacturing,10,23
Growth,15,Services,14,9
Growth,40,Services,24,12
No growth,110,Manufacturing,15,30
Growth,18,Manufacturing,20,28
Growth,105,Manufacturing,30,21
Growth,73,Manufacturing,5,13
No growth,106,Manufacturing,28,29
No growth,7,Retail,20,15
No growth,38,Manufacturing,26,27
No growth,48,Manufacturing,23,29
Growth,5,Services,3,5
No growth,8,Services,14,15
No growth,9,Services,24,4
No growth,7,Services,30,16
Growth,106,Manufacturing,16,58
Growth,26,Services,25,19
No growth,52,Services,11,12
No growth,19,Manufacturing,40,30
Growth,52,Manufacturing,12,25
Growth,25,Manufacturing,28,29
No growth,44,Retail,20,6
Growth,180,Manufacturing,15,20
Growth,7,Manufacturing,20,11
Growth,12,Services,30,9
Growth,115,Services,25,27
No growth,8,Manufacturing,15,30
No growth,23,Services,25,20
Growth,13,Services,10,23
Growth,165,Services,15,6
No growth,35,Retail,33,30
Growth,85,Manufacturing,25,10
Growth,12,Manufacturing,40,30
Growth,190,Manufacturing,15,60
No growth,250,Manufacturing,14,100
No growth,2,Retail,25,27
Growth,630,Manufacturing,2,4
No growth,57,Manufacturing,22,62
No growth,8,Retail,8,9
Growth,35,Manufacturing,35,29
Growth,62,Services,40,24
Growth,4,Services,20,16
No growth,4,Retail,17,18
Growth,240,Services,30,28
Growth,29,Manufacturing,43,29
Growth,48,Services,30,23
Growth,132,Services,35,27
No growth,25,Manufacturing,31,33
Growth,11,Manufacturing,7,23
Growth,50,Services,34,24
Growth,15,Manufacturing,25,27
Growth,24,Manufacturing,12,25
No growth,6,Retail,20,21
No growth,200,Retail,15,29
Growth,842,Manufacturing,1,62
Growth,18,Manufacturing,30,33
Growth,159,Manufacturing,30,24
No growth,6,Services,23,17
No growth,25,Manufacturing,29,30
Growth,123,Services,10,11
Growth,23,Services,23,18
Growth,280,Manufacturing,10,40
No growth,200,Services,10,22
Growth,11,Manufacturing,32,33
No growth,4,Services,22,24
No growth,30,Manufacturing,10,59
Growth,17,Services,28,30
No growth,1397,Retail,27,29
Growth,31,Manufacturing,7,13
Growth,337,Manufacturing,15,165
Growth,9,Manufacturing,15,10
No growth,20,Manufacturing,18,30
No growth,8,Manufacturing,18,30
Growth,573,Manufacturing,3,59
Growth,11,Manufacturing,30,25
Growth,3,Manufacturing,25,18
Growth,245,Manufacturing,23,24
Growth,12,Services,25,20
Growth,21,Services,23,24
Growth,12,Services,20,18
Growth,1300,Services,11,16
Growth,43,Manufacturing,15,16
Growth,140,Manufacturing,33,28
No growth,9,Retail,23,28
No growth,12,Services,8,14
No growth,25,Services,29,30
Growth,70,Manufacturing,20,13
Growth,8,Services,10,30
Growth,190,Services,9,11
No growth,85,Services,35,27
Growth,7,Services,24,17
Growth,7,Manufacturing,28,111
Growth,12,Manufacturing,4,28
No growth,132,Services,15,9
No growth,30,Retail,18,19
No growth,6,Services,5,7
Growth,10,Services,7,3
No growth,40,Retail,10,3
No growth,6,Services,37,13
Growth,117,Services,15,26
Growth,29,Manufacturing,30,31
No growth,3,Services,15,5
No growth,62,Services,30,13
Growth,8,Services,3,26
Growth,24,Manufacturing,26,28
Growth,380,Manufacturing,8,43
Growth,118,Manufacturing,37,38
